season,lg,team,abbreviation,playoffs,g,mp,opp_fg_per_100_poss,opp_fga_per_100_poss,opp_fg_percent,opp_x3p_per_100_poss,opp_x3pa_per_100_poss,opp_x3p_percent,opp_x2p_per_100_poss,opp_x2pa_per_100_poss,opp_x2p_percent,opp_ft_per_100_poss,opp_fta_per_100_poss,opp_ft_percent,opp_orb_per_100_poss,opp_drb_per_100_poss,opp_trb_per_100_poss,opp_ast_per_100_poss,opp_stl_per_100_poss,opp_blk_per_100_poss,opp_tov_per_100_poss,opp_pf_per_100_poss,opp_pts_per_100_poss
1987,NBA,Dallas Mavericks,DAL,TRUE,82,19880,43.1,90.1,0.478,1.5,5.2,0.295,41.5,84.9,0.489,21,27.5,0.763,15.1,28.7,43.7,27.7,6.9,5.1,16,25.7,108.7
1987,NBA,Denver Nuggets,DEN,TRUE,82,19780,41.6,83.9,0.495,1.3,4.1,0.313,40.3,79.8,0.505,25.8,33.2,0.777,13.3,31.1,44.4,25,6.4,5.2,17.9,24.5,110.2
1987,NBA,Detroit Pistons,DET,TRUE,82,19830,40.4,87.5,0.462,1.6,5,0.317,38.8,82.5,0.471,23.4,31.2,0.748,13.7,28,41.7,24.3,8,5.7,15.5,24.8,105.8
1987,NBA,Golden State Warriors,GSW,TRUE,82,19905,42.9,87,0.493,1.8,5.5,0.337,41,81.6,0.503,23.7,31.6,0.749,14.8,29.4,44.2,25.8,8.2,5.3,16.7,24.3,111.2
1987,NBA,Houston Rockets,HOU,TRUE,82,19780,40.7,87.8,0.463,1.2,4.3,0.282,39.5,83.5,0.473,22.9,29.4,0.779,14.2,28.7,42.9,25.8,8.8,4.5,16.6,23.4,105.5
1987,NBA,Indiana Pacers,IND,TRUE,82,19930,40.7,84.9,0.48,1.3,4.2,0.299,39.5,80.7,0.489,23.9,31.5,0.759,13.6,31.5,45.1,24.6,8,5.8,17.3,22.6,106.6
1987,NBA,Los Angeles Clippers,LAC,FALSE,82,19780,44.4,85.7,0.518,1.3,3.8,0.344,43.1,82,0.526,22.2,29.7,0.746,14,31.2,45.3,28.6,9.5,6.3,18.1,23.9,112.3
1987,NBA,Los Angeles Lakers,LAL,TRUE,82,19730,42.2,90.2,0.467,1.5,5.2,0.283,40.7,85,0.479,20.7,27.1,0.764,15.3,26,41.4,26.5,8.6,4.8,16.4,24,106.5
1987,NBA,Milwaukee Bucks,MIL,TRUE,82,19780,39.3,83.5,0.47,1.5,5,0.289,37.8,78.5,0.482,25.6,33.8,0.757,14.4,30,44.4,24.4,8,5.6,18.8,24.5,105.6
1987,NBA,New Jersey Nets,NJN,FALSE,82,19855,40.6,84.6,0.48,1.4,4.3,0.322,39.2,80.2,0.488,27.9,35.8,0.78,13.4,27.9,41.3,23.2,9.7,6.7,16.1,25.2,110.5
1987,NBA,New York Knicks,NYK,FALSE,82,19780,43.1,87.9,0.49,1.2,4.4,0.263,41.9,83.5,0.502,23.7,31.2,0.761,16.4,30.1,46.5,26.5,9.4,4.9,17.4,24,111.1
1987,NBA,Philadelphia 76ers,PHI,TRUE,82,19880,43.9,89.4,0.491,1.5,5.2,0.286,42.4,84.2,0.504,19.3,25.4,0.757,15.1,27.3,42.4,27.3,10.1,5.5,17,24.6,108.5
1987,NBA,Phoenix Suns,PHO,FALSE,82,19855,42.9,86.9,0.494,1.5,4.7,0.311,41.5,82.3,0.504,23,30.5,0.756,14.6,27.9,42.5,26.6,9.5,5.2,16.9,24.1,110.3
1987,NBA,Portland Trail Blazers,POR,TRUE,82,19805,42.1,86.8,0.485,1.3,4.9,0.276,40.8,82,0.497,23,29.9,0.771,13.9,26.3,40.2,25.3,8.5,5.5,17.4,25.7,108.6
1987,NBA,Sacramento Kings,SAC,FALSE,82,19780,43.8,89.4,0.489,1.5,4.7,0.316,42.3,84.7,0.499,23,29.9,0.769,13.9,28.2,42.1,25.8,8.5,5.8,14.5,24.8,112.1
1987,NBA,San Antonio Spurs,SAS,FALSE,82,19805,44.1,87.1,0.507,1.3,4.5,0.28,42.9,82.6,0.519,21.3,28.2,0.755,13.1,29.3,42.4,28.3,8.3,5.5,16.9,22,110.8
1987,NBA,Seattle SuperSonics,SEA,TRUE,82,19855,41.7,87,0.479,1.1,3.8,0.287,40.6,83.2,0.488,25.7,33.5,0.768,14.7,27,41.7,24,8.7,4.9,15.9,24.1,110.3
1987,NBA,Utah Jazz,UTA,TRUE,82,19755,39.4,86.4,0.456,1.7,5.3,0.317,37.7,81.1,0.465,23.2,30.2,0.77,15.4,31,46.5,23.7,8.5,5.4,18.6,23.5,103.7
1987,NBA,Washington Bullets,WSB,TRUE,82,19705,42.8,90.6,0.473,1.3,4.4,0.291,41.6,86.3,0.482,20.1,26.5,0.758,16.2,30.2,46.4,26.1,8.5,6.7,17.5,23.6,107
1986,NBA,Atlanta Hawks,ATL,TRUE,82,19805,40.7,85.7,0.475,1.1,3.4,0.307,39.7,82.3,0.482,23.1,30.4,0.76,14.6,28.2,42.8,23.6,8.4,4.5,18.1,25.8,105.6
1986,NBA,Boston Celtics,BOS,TRUE,82,19855,41.1,89.3,0.461,1,3.6,0.27,40.2,85.7,0.469,19.3,25.8,0.748,13,27.7,40.7,23,8.7,4.1,15,23.5,102.6
1986,NBA,Chicago Bulls,CHI,TRUE,82,19855,43.6,86.5,0.504,0.8,2.8,0.3,42.8,83.7,0.511,24.3,31.8,0.762,13.4,28.6,42,26.3,8,6,15.7,24.3,112.4
1986,NBA,Cleveland Cavaliers,CLE,FALSE,82,19780,41,86.4,0.475,1,3.5,0.29,40,82.9,0.482,25.3,32.9,0.767,13.5,29.8,43.3,25.3,8.5,4.3,15.9,23.2,108.3
1986,NBA,Dallas Mavericks,DAL,TRUE,82,19805,45.8,91.2,0.503,1.1,3.7,0.289,44.8,87.5,0.512,18.3,24.3,0.754,14.5,29.3,43.7,28.2,7.3,5,15.2,26,111
1986,NBA,Denver Nuggets,DEN,TRUE,82,19755,41.4,84.3,0.491,0.7,3,0.229,40.7,81.3,0.501,22.4,30.7,0.73,14.7,31.1,45.8,24,7.3,5.5,19.8,24.1,105.9
1986,NBA,Detroit Pistons,DET,TRUE,82,19780,42.2,85.8,0.492,0.8,3,0.275,41.3,82.8,0.499,22.8,30.1,0.756,13.7,29.6,43.3,24.3,7.7,5.8,17.4,23,107.9
1986,NBA,Golden State Warriors,GSW,FALSE,82,19780,45,86.5,0.52,0.8,2.7,0.284,44.2,83.9,0.527,20.9,28,0.746,13.6,29.3,43,27.1,8.1,5.1,17.3,24.1,111.6
1986,NBA,Houston Rockets,HOU,TRUE,82,19755,42.7,86.9,0.491,1,3.1,0.325,41.7,83.7,0.498,21.2,28.2,0.749,14,28,42,25.8,8,4.5,17.2,23.2,107.6
1986,NBA,Indiana Pacers,IND,FALSE,82,19755,40.6,85.8,0.473,0.9,3.3,0.265,39.7,82.5,0.482,23.8,31,0.768,12.6,29.9,42.5,24.8,9,5.4,15.8,23,105.9
1986,NBA,Los Angeles Clippers,LAC,FALSE,82,19755,45.5,89.8,0.507,0.9,3.1,0.28,44.7,86.7,0.515,20.2,27,0.747,15,29.1,44.1,29.2,9,5.4,16.5,25,112.1
1986,NBA,Los Angeles Lakers,LAL,TRUE,82,19830,42.1,87.8,0.48,0.6,2.9,0.206,41.5,84.9,0.49,20.9,27.9,0.751,13,26.2,39.2,26.3,9.3,4.2,15.7,23.5,105.8
1986,NBA,Milwaukee Bucks,MIL,TRUE,82,19805,39,83.6,0.467,1.2,3.9,0.295,37.8,79.7,0.475,23.5,31.7,0.74,13.9,27.6,41.5,23.2,7.5,4.7,19.4,25.4,102.7
1986,NBA,New Jersey Nets,NJN,TRUE,82,19805,41.1,83.6,0.492,1.1,3.7,0.304,40,79.8,0.501,23.6,30.8,0.766,12.2,27.8,39.9,23.7,9.2,4.6,17.9,23.5,106.9
1986,NBA,New York Knicks,NYK,FALSE,82,19805,39.2,82,0.478,0.8,3.4,0.248,38.4,78.7,0.488,25.8,33.7,0.766,14.3,31.8,46.1,24.7,8.6,5.5,20,24.8,105.2
1986,NBA,Philadelphia 76ers,PHI,TRUE,82,19905,43.4,87.9,0.493,1,3.4,0.291,42.4,84.5,0.501,18.5,24.5,0.757,14.3,26.7,41,27.1,9.6,5.6,18.2,26.2,106.3
1986,NBA,Phoenix Suns,PHO,FALSE,82,19805,41.3,84.5,0.488,1,3.2,0.319,40.2,81.3,0.495,23.6,31.1,0.758,13.1,26.2,39.3,24.9,9.7,5.4,17.5,25.6,107.2
1986,NBA,Portland Trail Blazers,POR,TRUE,82,19855,42.1,83.9,0.502,1,2.9,0.335,41.1,81,0.508,23,30.5,0.755,13.6,27.3,41,26.1,8.8,4.9,19,26.2,108.2
1986,NBA,Sacramento Kings,SAC,TRUE,82,19780,42.4,86,0.494,0.9,3.3,0.26,41.6,82.6,0.503,23.5,31,0.755,13.6,27.8,41.4,25.2,8.9,5.7,16.8,24.8,109.2
1986,NBA,San Antonio Spurs,SAS,TRUE,82,19805,42.4,86,0.493,1.1,3.8,0.304,41.2,82.2,0.501,22.4,29.1,0.769,13.5,26.9,40.4,26.5,9.3,5.3,17.7,24.6,108.2
1986,NBA,Seattle SuperSonics,SEA,FALSE,82,19930,40.8,83.7,0.487,0.7,2.8,0.254,40.1,81,0.495,23.6,30.8,0.768,12.7,28.5,41.2,25.2,8.1,5,18.1,24.8,106
1986,NBA,Utah Jazz,UTA,TRUE,82,19780,40.8,86.2,0.473,0.8,2.9,0.259,40,83.3,0.48,22.3,29.2,0.764,14.2,29.5,43.7,23.2,8.8,5.5,18,26.1,104.6
1986,NBA,Washington Bullets,WSB,TRUE,82,19855,41.9,89.8,0.467,0.9,3.2,0.274,41,86.6,0.474,20.1,26.6,0.756,15.2,31.6,46.9,24.6,8.7,5.5,16.8,23.3,104.8
1985,NBA,Atlanta Hawks,ATL,FALSE,82,19855,42.4,88,0.482,0.6,2.6,0.217,41.9,85.4,0.49,21.9,28.9,0.758,16.1,29.2,45.3,25.3,8.2,4.5,18,23.9,107.3
1985,NBA,Boston Celtics,BOS,TRUE,82,19705,43.7,91.6,0.477,0.9,3.2,0.264,42.8,88.4,0.484,18.1,23,0.787,13.2,27.4,40.7,24.5,7.7,3.8,14.7,23.5,106.3
1985,NBA,Chicago Bulls,CHI,TRUE,82,19805,42.9,87.9,0.488,1.1,3.6,0.312,41.8,84.4,0.496,22.6,29.2,0.774,13.9,27.6,41.4,24.9,8.1,5.5,16.1,24.9,109.6
1985,NBA,Cleveland Cavaliers,CLE,TRUE,82,19780,42.2,88.3,0.478,0.8,3,0.277,41.4,85.3,0.485,23.4,30.4,0.769,14.4,29.2,43.6,26.4,7.3,5.1,16.2,25,108.7
1985,NBA,Dallas Mavericks,DAL,TRUE,82,19855,44.4,88.1,0.504,1.2,3.9,0.308,43.2,84.2,0.513,19.4,25.4,0.763,13,30.2,43.2,25.8,7,5.3,16.4,25.3,109.3
1985,NBA,Denver Nuggets,DEN,TRUE,82,19830,42.5,83,0.512,0.7,2.9,0.252,41.7,80.1,0.521,22.8,29.8,0.765,13.3,29.6,42.8,24.2,7.5,6.6,19.6,24.5,108.4
1985,NBA,Detroit Pistons,DET,TRUE,82,19830,42.6,86,0.496,0.9,2.9,0.313,41.7,83.1,0.502,21,27.7,0.76,12.8,29.5,42.3,24.3,7.4,5.9,17.1,23.2,107.2
1985,NBA,Golden State Warriors,GSW,FALSE,82,19855,45,83.9,0.536,0.7,2.6,0.259,44.3,81.3,0.545,22.5,29.6,0.758,12.9,29.5,42.4,27.4,7.6,5.5,18.5,25.5,113
1985,NBA,Houston Rockets,HOU,TRUE,82,19830,41.4,86.1,0.481,1.1,3.1,0.349,40.4,83.1,0.486,22.3,28.7,0.778,13.7,26.3,40,25.1,9.2,4.9,17.7,22.5,106.3
1985,NBA,Indiana Pacers,IND,FALSE,82,19780,41.9,84.7,0.495,0.7,2.3,0.32,41.2,82.3,0.5,23.9,31.3,0.764,12.7,29.8,42.5,25.9,9,6,16.4,23.9,108.4
1985,NBA,Kansas City Kings,KCK,FALSE,82,19755,44.3,86.8,0.51,0.8,3,0.251,43.5,83.8,0.519,22.8,29.6,0.769,13.6,26.4,39.9,27.3,8.9,6,16.6,25.7,112.1
1985,NBA,Los Angeles Clippers,LAC,FALSE,82,19730,45,91.9,0.49,0.9,3.2,0.281,44.1,88.8,0.497,19.3,25.5,0.758,15,27.5,42.5,27.3,9.3,5.1,15,22.7,110.3
1985,NBA,Los Angeles Lakers,LAL,TRUE,82,19755,43.1,89.9,0.48,1,3.5,0.283,42.1,86.4,0.488,19.8,26.4,0.748,14.7,24.5,39.1,27.2,8.9,4.4,16.1,22.4,107
1985,NBA,Milwaukee Bucks,MIL,TRUE,82,19805,39.1,84.7,0.461,1,3.7,0.26,38.1,81,0.47,24.5,32.8,0.748,15,27.9,42.9,23.1,7.8,4.7,19,25.6,103.6
1985,NBA,New Jersey Nets,NJN,TRUE,82,19755,42.2,84.6,0.499,0.9,3.1,0.302,41.3,81.5,0.507,22.2,29.5,0.753,13,28.9,41.9,23.7,8.2,4.2,18,23.2,107.7
1985,NBA,New York Knicks,NYK,FALSE,82,19830,40.5,81.9,0.495,0.8,2.8,0.293,39.7,79.1,0.502,27.8,36.6,0.759,14.8,29.2,44,26.1,8.1,5.4,19.3,24.8,109.6
1985,NBA,Philadelphia 76ers,PHI,TRUE,82,19805,42,86,0.488,1,3.7,0.257,41,82.3,0.499,22.3,28.8,0.775,14.2,26.1,40.3,25.7,9.1,4.7,18.4,26.5,107.3
1985,NBA,Phoenix Suns,PHO,TRUE,82,19805,42.6,86.4,0.493,0.8,2.6,0.29,41.8,83.8,0.5,20.8,27.1,0.765,13.3,28.6,41.9,25.8,9.1,4.8,17.4,23.9,106.8
1985,NBA,Portland Trail Blazers,POR,TRUE,82,19880,43.1,87.4,0.493,0.7,2.7,0.254,42.4,84.7,0.501,20.3,26.5,0.766,14.8,27.2,42,26.1,8.5,5.4,18.7,25.2,107.2
1985,NBA,San Antonio Spurs,SAS,TRUE,82,19780,42.5,85.8,0.496,0.8,2.8,0.298,41.7,82.9,0.503,23.1,29.7,0.776,13.3,26.4,39.7,26.6,8.7,5.5,17.4,25.1,109
1985,NBA,Seattle SuperSonics,SEA,FALSE,82,19705,43.2,87.6,0.493,1,3.1,0.312,42.2,84.5,0.499,20.9,27.1,0.77,13.7,29.2,42.8,27.2,9,5.6,17,24.8,108.2
1985,NBA,Utah Jazz,UTA,TRUE,82,19755,40.8,87.9,0.464,0.8,3.2,0.257,40,84.6,0.472,20.9,27.4,0.762,15.7,30.6,46.3,23.9,9.3,5.1,18.6,24,103.4
1985,NBA,Washington Bullets,WSB,TRUE,82,19855,42.1,86.6,0.487,0.8,2.8,0.284,41.3,83.8,0.493,19.6,26.2,0.747,13.5,32.2,45.7,24,7.6,4.8,17.7,22.1,104.6
1984,NBA,Atlanta Hawks,ATL,TRUE,82,19855,41.6,86.8,0.479,0.5,2.3,0.211,41.1,84.5,0.486,23.3,30.2,0.771,15.1,30.6,45.7,25.7,7.3,5.4,17.9,26.5,106.9
1984,NBA,Boston Celtics,BOS,TRUE,82,19955,41.8,88.9,0.47,0.9,2.6,0.324,40.9,86.3,0.474,20,25.8,0.774,13.3,26.9,40.1,23.6,8.5,4,16,25.2,104.4
1984,NBA,Chicago Bulls,CHI,FALSE,82,19980,42.2,85.3,0.494,0.4,2.2,0.203,41.7,83.1,0.502,22.7,29.8,0.763,13.5,28.8,42.3,26.9,9.5,6.2,18.2,25.4,107.5
1984,NBA,Cleveland Cavaliers,CLE,FALSE,82,19855,41.9,86,0.487,0.6,2.4,0.263,41.3,83.7,0.493,24.1,31.6,0.763,12.2,29.9,42.1,26.6,7.2,4.9,15.2,23.7,108.5
1984,NBA,Dallas Mavericks,DAL,TRUE,82,19955,44.1,88.5,0.499,0.8,2.7,0.284,43.4,85.8,0.506,20.5,26.7,0.768,14.3,28.5,42.8,25.9,7.7,5.1,16.8,26.9,109.6
1984,NBA,Denver Nuggets,DEN,TRUE,82,19805,44.1,85,0.518,0.7,2.2,0.302,43.4,82.7,0.524,23.5,31.4,0.749,13.5,30,43.5,26.9,7.4,6,16.9,24.9,112.3
1984,NBA,Detroit Pistons,DET,TRUE,82,19905,42.5,85.6,0.496,0.6,2.3,0.262,41.9,83.3,0.503,22.5,29.9,0.753,13.5,28.5,42,25.5,7.2,6.1,17.2,25.4,108.1
1984,NBA,Golden State Warriors,GSW,FALSE,82,19830,43.6,84.5,0.517,0.4,2,0.211,43.2,82.5,0.524,21.1,27.8,0.758,14.2,29.4,43.6,25.2,8.1,5.8,19.8,26.3,108.8
1984,NBA,Houston Rockets,HOU,FALSE,82,19755,41.6,86,0.483,0.5,1.8,0.268,41.1,84.2,0.488,24.6,32.5,0.755,13.9,28.5,42.4,23.5,9.1,4.9,16.5,22.2,108.2
1984,NBA,Indiana Pacers,IND,FALSE,82,19780,42.2,85.2,0.495,0.3,1.7,0.199,41.9,83.5,0.501,21.7,28.7,0.757,14.2,30.5,44.6,25.2,9,5.3,18.9,22.9,106.5
1984,NBA,Kansas City Kings,KCK,TRUE,82,19755,42.5,84.7,0.502,0.4,1.9,0.201,42.1,82.7,0.509,22.5,29.6,0.761,13.3,28.2,41.5,24.9,7.8,5.8,18.7,25.9,108
1984,NBA,Los Angeles Lakers,LAL,TRUE,82,19780,43,88.9,0.483,0.7,2.6,0.283,42.2,86.3,0.489,20.6,27.5,0.751,14.7,25.2,39.9,26.5,9.3,4.4,16.9,23.1,107.3
1984,NBA,Milwaukee Bucks,MIL,TRUE,82,19905,39.9,87.5,0.456,0.5,2.5,0.207,39.4,85,0.463,23.3,31,0.751,15.6,27.8,43.4,24.4,8.1,4,17.5,26,103.6
1984,NBA,New Jersey Nets,NJN,TRUE,82,19805,40.2,82,0.491,0.6,2.1,0.265,39.7,79.9,0.497,24,31.5,0.761,12.9,27.1,40,22.5,9.2,4.9,19.7,25.4,105
1984,NBA,New York Knicks,NYK,TRUE,82,19855,39.8,81.6,0.488,0.6,2.3,0.275,39.2,79.3,0.494,22.9,30.2,0.758,12.8,26.5,39.3,25,8.8,4.8,20.5,26.8,103.1
1984,NBA,Philadelphia 76ers,PHI,TRUE,82,19955,41.4,86.2,0.48,0.6,2.5,0.227,40.8,83.7,0.488,21.2,28.6,0.742,14.9,27,41.9,24.9,9.7,5.8,18.8,27,104.6
1984,NBA,Phoenix Suns,PHO,TRUE,82,19780,42,84.5,0.497,0.6,2.6,0.247,41.3,81.9,0.505,23.4,30.4,0.77,12.7,27.9,40.7,24.6,8.1,3.6,17.7,24.4,108
1984,NBA,Portland Trail Blazers,POR,TRUE,82,19805,42.7,83.2,0.514,0.7,2.5,0.274,42.1,80.7,0.521,21.5,28.4,0.76,12.7,26.2,38.9,25.4,7.8,5.3,19.6,26.2,107.7
1984,NBA,San Antonio Spurs,SAS,FALSE,82,19980,45.1,89.2,0.505,0.6,2.4,0.241,44.5,86.7,0.513,20.7,27.4,0.758,14.6,27.7,42.3,28.4,7.4,5.2,16.1,24.7,111.4
1984,NBA,San Diego Clippers,SDC,FALSE,82,19730,45.4,89.1,0.509,0.6,2.2,0.283,44.7,86.8,0.515,21,26.9,0.783,13.4,26,39.4,28.5,8.7,5.5,14.9,24.6,112.4
1984,NBA,Seattle SuperSonics,SEA,TRUE,82,19780,43.6,89.3,0.489,0.7,2.8,0.237,43,86.5,0.497,20.1,26.4,0.763,14.2,29.3,43.5,27.7,8.1,4.7,16.2,25.5,108.1
1984,NBA,Utah Jazz,UTA,TRUE,82,19780,43.3,91,0.476,0.5,2.4,0.221,42.8,88.6,0.483,20.8,27.9,0.745,16.9,28.5,45.3,25.9,8.6,5.4,16.6,25.4,108
1984,NBA,Washington Bullets,WSB,TRUE,82,19905,42.9,87.7,0.489,0.5,2.1,0.215,42.4,85.6,0.496,20.9,27.4,0.763,12.8,29.5,42.3,25.2,8.7,6.1,15.8,25,107.2
1983,NBA,Atlanta Hawks,ATL,TRUE,82,19780,41.5,88.3,0.47,0.5,2,0.235,41,86.3,0.475,19.7,27.4,0.719,16,31.5,47.5,23.6,8,4.8,18,24.3,103.2
1983,NBA,Boston Celtics,BOS,TRUE,82,19830,40.4,86.1,0.47,0.6,2.1,0.267,39.9,84,0.475,20.4,26.8,0.759,13.8,27.8,41.6,23.6,8.1,4,18.7,24.9,101.8
1983,NBA,Chicago Bulls,CHI,FALSE,82,19905,43.4,87.6,0.495,0.5,2,0.261,42.8,85.6,0.5,20.7,27.7,0.749,13.6,27.9,41.5,25.3,9.6,7.2,16.6,25.7,108
1983,NBA,Cleveland Cavaliers,CLE,FALSE,82,19755,42.1,86,0.489,0.4,1.8,0.219,41.7,84.2,0.495,22.2,29.8,0.743,12.1,29.7,41.8,25,7.7,5.4,15.9,22.8,106.8
1983,NBA,Dallas Mavericks,DAL,FALSE,82,19730,44.5,88.5,0.502,0.6,2.4,0.262,43.9,86.2,0.509,20.2,27.8,0.728,14.4,28.8,43.2,27.1,7.2,6.7,16.4,26.4,109.8
1983,NBA,Denver Nuggets,DEN,TRUE,82,19730,44.5,88.1,0.505,0.8,2.7,0.281,43.7,85.4,0.512,19.4,26,0.747,14.9,29.3,44.1,25.9,7.9,6.6,17.8,25.6,109.1
1983,NBA,Detroit Pistons,DET,FALSE,82,19880,43.4,87.6,0.495,0.2,2.1,0.115,43.1,85.5,0.504,18.8,26.1,0.72,14.4,29.6,44,25.7,8.7,6.4,18,26.5,105.8
1983,NBA,Golden State Warriors,GSW,FALSE,82,19780,43.2,84.7,0.51,0.5,1.9,0.251,42.7,82.7,0.517,20.4,27.9,0.732,14.6,29.1,43.7,25.3,8.8,5.7,19.7,23.6,107.4
1983,NBA,Houston Rockets,HOU,FALSE,82,19730,43.3,86.2,0.503,0.4,1.5,0.264,43,84.8,0.507,21.2,28.3,0.75,14.3,32.3,46.5,26.8,9.2,4.8,17.9,23,108.3
1983,NBA,Indiana Pacers,IND,FALSE,82,19830,43.9,84.8,0.517,0.5,1.7,0.282,43.4,83.2,0.522,21.1,28.1,0.752,14,29.9,43.9,26.1,8.9,5.1,19.1,22,109.4
1983,NBA,Kansas City Kings,KCK,FALSE,82,19780,40.2,82.6,0.487,0.5,2.1,0.213,39.8,80.4,0.494,24,32.9,0.73,14.2,27.4,41.6,22.7,9.2,5,19.5,25.6,104.9
1983,NBA,Los Angeles Lakers,LAL,TRUE,82,19730,43.8,89.2,0.49,0.6,2.5,0.259,43.1,86.8,0.497,17,23.5,0.725,15.2,25.4,40.5,28,9,4.5,18.3,21.8,105.2
1983,NBA,Milwaukee Bucks,MIL,TRUE,82,19830,40.4,88.6,0.456,0.5,2.5,0.182,39.9,86,0.464,20.1,27.1,0.742,15.8,28.4,44.1,24.7,7.5,3.6,18.4,26,101.4
1983,NBA,New Jersey Nets,NJN,TRUE,82,19705,39,81.6,0.478,0.5,2.4,0.216,38.5,79.1,0.486,20.5,27.8,0.737,12.9,25.5,38.4,23.2,10.1,5.8,21.9,24.9,98.9
1983,NBA,New York Knicks,NYK,TRUE,82,19805,39.1,82.3,0.475,0.5,2.1,0.229,38.6,80.3,0.481,21.2,28.2,0.75,13.4,29.2,42.6,23.4,8.7,5,21,26.4,99.9
1983,NBA,Philadelphia 76ers,PHI,TRUE,82,19830,40.6,88,0.461,0.6,2.9,0.217,39.9,85.1,0.469,19.1,26.6,0.721,15.6,26.7,42.3,24.6,8.9,6,18.7,26.5,100.9
1983,NBA,Phoenix Suns,PHO,TRUE,82,19730,39.6,87,0.455,0.5,2.4,0.221,39,84.6,0.462,20.4,27.2,0.753,14.5,27.9,42.3,23.8,8.5,4.1,18.7,24.4,100.1
1983,NBA,Portland Trail Blazers,POR,TRUE,82,19755,42.2,86.8,0.486,0.7,2.3,0.293,41.5,84.5,0.491,18.9,24.6,0.768,13.6,28.4,42,24.9,7.9,6,18.6,26.9,103.9
1983,NBA,San Antonio Spurs,SAS,TRUE,82,19780,42.9,88.4,0.485,0.6,2.4,0.254,42.3,86.1,0.492,20.1,26.3,0.766,13.6,26.6,40.2,27.3,7.7,5.4,16.8,25.8,106.6
1983,NBA,San Diego Clippers,SDC,FALSE,82,19830,42.9,81.2,0.529,0.4,1.5,0.246,42.6,79.7,0.534,23.1,30.9,0.748,12.9,27.8,40.7,24.7,9.3,6.1,20.3,23.1,109.3
1983,NBA,Seattle SuperSonics,SEA,TRUE,82,19805,41.6,90.5,0.46,0.6,2.3,0.249,41.1,88.2,0.466,19,25.6,0.739,15.4,28.2,43.6,25.2,8.5,4.2,16.9,25.3,102.8
1983,NBA,Utah Jazz,UTA,FALSE,82,19755,43,89.8,0.478,0.5,2.3,0.241,42.4,87.5,0.484,18.6,25.9,0.719,16.3,30.2,46.5,24.9,9.4,5.1,18.1,23.8,105.1
1983,NBA,Washington Bullets,WSB,FALSE,82,19805,40.2,85.8,0.468,0.5,2,0.227,39.8,83.9,0.474,18.4,25.4,0.725,13.6,30.6,44.2,22.8,8.5,6.8,18.8,24.1,99.3
1982,NBA,Atlanta Hawks,ATL,TRUE,82,19880,40,85.2,0.47,0.6,2.4,0.247,39.4,82.8,0.476,24,31.5,0.762,14.4,30.3,44.7,23.7,7.3,5.5,18.3,27.7,104.6
1982,NBA,Boston Celtics,BOS,TRUE,82,19780,41.7,88.8,0.47,0.5,2.4,0.192,41.3,86.4,0.478,19.6,26,0.754,14.3,26.9,41.1,23.6,8.1,4.4,17.1,26.8,103.5
1982,NBA,Chicago Bulls,CHI,FALSE,82,19880,44.6,90.1,0.495,0.7,2.4,0.299,43.9,87.7,0.501,18.7,25,0.747,13.8,27.1,41,24.9,9.8,5.7,15.3,27.1,108.6
1982,NBA,Cleveland Cavaliers,CLE,FALSE,82,19805,44,86,0.512,0.5,1.6,0.298,43.6,84.4,0.516,23.3,30.9,0.754,13.7,30.9,44.6,26.5,8,5.9,17.2,25.3,111.8
1982,NBA,Dallas Mavericks,DAL,FALSE,82,19730,43.6,85.9,0.508,0.4,1.7,0.225,43.2,84.1,0.513,22.8,30.8,0.741,13.7,29.2,42.8,24.5,7.9,6.3,16.9,27.7,110.4
1982,NBA,Denver Nuggets,DEN,TRUE,82,19830,47,89.8,0.524,0.7,2.5,0.282,46.3,87.3,0.531,19.1,26,0.737,15,27.1,42.1,27.7,8.3,6.3,16.3,27,113.9
1982,NBA,Detroit Pistons,DET,FALSE,82,19830,43.5,85.4,0.509,0.5,2,0.234,43,83.4,0.516,19.1,25.7,0.745,13.5,28.3,41.7,25.4,9.1,6.7,19,27.7,106.6
1982,NBA,Golden State Warriors,GSW,FALSE,82,19780,42.5,86.7,0.49,0.5,2.1,0.233,42,84.7,0.497,22.2,29.5,0.753,13.3,28.8,42.1,24.9,7.9,4.7,16.4,25.8,107.7
1982,NBA,Houston Rockets,HOU,TRUE,82,19780,44.5,89.6,0.497,0.6,2.5,0.238,43.9,87.1,0.504,18.8,25.1,0.747,14.6,28.7,43.3,26.6,8.5,4.4,16.7,25.5,108.3
1982,NBA,Indiana Pacers,IND,FALSE,82,19830,42.5,86.6,0.491,0.4,2.2,0.186,42.1,84.3,0.499,19.1,26.1,0.73,14.8,31.8,46.6,25.2,8.3,4.9,18.6,24.7,104.6
1982,NBA,Kansas City Kings,KCK,FALSE,82,19880,41.4,82.8,0.5,0.6,1.9,0.304,40.9,81,0.505,23.8,31.5,0.756,13.9,30.3,44.2,22,8.4,5.3,19.1,25.3,107.2
1982,NBA,Los Angeles Lakers,LAL,TRUE,82,19855,43.9,90,0.488,0.9,2.5,0.366,43,87.5,0.491,16.8,23.5,0.714,14.9,26.4,41.4,27.2,8.4,5.1,17.4,23.5,105.5
